Nature	Chr1A	131767155	GWHBRAN00000001	117958482	+	40845769	6469	58.16921954582941	96.25488739928034
Nature	Chr1B	105381102	GWHBRAN00000001	117958482	+	37919310	5968	59.975272155182914	96.25472472261173
Nature	Chr1C	94165353	GWHBRAN00000001	117958482	+	29422404	4691	58.49097610147533	96.24281562117326
Nature	Chr1D	83785044	GWHBRAN00000001	117958482	+	30593526	4774	60.56313981201767	96.2393395056872
Nature	Chr1E	82109827	GWHBRAN00000001	117958482	+	33453783	5202	60.433536472892946	96.36764699409252
Nature	Chr1F	71572438	GWHBRAN00000001	117958482	+	27123116	4020	60.87911753972999	96.31282567232626
Nature	Chr1os1	4994630	GWHBRAN00000001	117958482	+	1418658	201	61.00688117787612	95.9091232523029
Nature	Chr1os2	740968	GWHBRAN00000001	117958482	+	272658	41	60.02738357355635	96.43265075891343
Nature	Chr1os3	567279	GWHBRAN00000001	117958482	+	159918	40	69.47975169967484	96.58245954761398
Nature	Chr1os4	295171	GWHBRAN00000001	117958482	+	87903	16	57.816279462226476	95.25831943401995
Nature	Chr1os5	288643	GWHBRAN00000001	117958482	+	64710	18	77.2486271539481	95.54664384640975
Nature	Chr2A	101445190	GWHBRAN00000003	94001104	+	31969628	5397	60.30187860770965	96.23999091318647
Nature	Chr2B	93430665	GWHBRAN00000003	94001104	+	28394562	4746	60.24316509953158	96.27744045477581
Nature	Chr2C	89879864	GWHBRAN00000003	94001104	+	33759179	4990	60.357329022859986	96.40948695647951
Nature	Chr2D	85643891	GWHBRAN00000003	94001104	+	30639132	4877	62.137093178210435	96.2588723064514
Nature	Chr2E	84895829	GWHBRAN00000003	94001104	+	30079200	4591	60.46370100626473	96.29990812927262
Nature	Chr2F	81812630	GWHBRAN00000003	94001104	+	27542248	4458	58.29819929801386	96.24835189255975
Nature	Chr2G	79221035	GWHBRAN00000003	94001104	+	24188681	3943	58.90720252129299	96.28440548377552
Nature	Chr2os1	539065	GWHBRAN00000003	94001104	-	175868	34	60.75960142654886	96.72190372604396
Nature	Chr3A	86917952	GWHBRAN00000004	85167928	+	21706825	3406	58.43218950249857	96.20245530054932
Nature	Chr3B	85155313	GWHBRAN00000004	85167928	+	23267673	3718	59.86584410152764	96.1372916996513
Nature	Chr3C	82808657	GWHBRAN00000004	85167928	+	19862074	3238	58.89562469376028	96.13037834878905
Nature	Chr3D	81412350	GWHBRAN00000004	85167928	+	25136921	3941	60.876652519354735	96.22387631126205
Nature	Chr3E	70563916	GWHBRAN00000004	85167928	+	15270662	2575	59.65176206106663	96.15236874702646
Nature	Chr3F	43776296	GWHBRAN00000004	85167928	+	11085282	1656	60.91310475224772	95.99622182277619
Nature	Chr3G	39997690	GWHBRAN00000004	85167928	+	5557346	842	57.67039825074879	95.9049728822923
Nature	Chr3os1	8257739	GWHBRAN00000004	85167928	+	1536599	207	60.92055381171375	95.15250183332188
Nature	Chr3os2	4928466	GWHBRAN00000004	85167928	+	890010	126	58.46131619093189	95.34822663750701
Nature	Chr3os3	2469521	GWHBRAN00000004	85167928	+	777666	122	58.53261406679472	95.90646506760461
Nature	Chr3os4	1844942	GWHBRAN00000004	85167928	+	577849	92	61.115141695462604	95.7507730527845
Nature	Chr3os5	1267037	GWHBRAN00000004	85167928	-	337644	54	57.206390148521024	96.34846349640382
Nature	Chr4A	82147227	GWHBRAN00000010	72480438	+	21586912	3500	58.023809040173816	95.95473783333439
Nature	Chr4B	67335593	GWHBRAN00000010	72480438	+	18070127	2768	60.157901305920916	96.0448134870456
